"Id","Name","Website","Logo","Description","Founded","FoundersName","FoundersRelatedLocations","TotalRaised","Valuation","ValuationDate","Location","Twitter","Facebook","Instagram","LinkedIn","Medium","Youtube","Email","AngelList","ProductHunt","Phone","FacebookReview","FacebookLikes","FacebookCheckIns","MembersCount","Tags","LastActivity","PrimarySource","CreatedTimeStamp","UpdatedTimeStamp"
"5e24c7b8-78a3-4b71-b2ac-157940dfecd5","Averys","http://averys-group.com","https://parsers.vc/logo/5e24c7b8-78a3-4b71-b2ac-157940dfecd5-1.webp","Racking and warehouse shelves for the storage of palletised goods in all sizes. stow is one of the leading suppliers of pallet racking &amp; shelving systems.","1988","","","","","","","","https://www.facebook.com/averyslubeandoil","","","","https://www.youtube.com/c/stowRacking","info@stow-group.com","","","+1 530-534-3512","","","","1001-5000","Goods
Installation
Manufacturing
Oil
Production
Service
Storage
Warehouse","","FundWebsite","10/15/2020 6:18:44 PM","12/29/2022 12:12:27 PM"
"a9415dfc-296c-40b9-bfcc-fe83c2d6262a","BAOBAG","http://baobag.com/en","https://parsers.vc/logo/a9415dfc-296c-40b9-bfcc-fe83c2d6262a-4.webp","Depuis plus de 40 ans, Baobag élabore des solutions d’emballage souples sur-mesure pour ses clients. Son process industriel, étape par étape, vous assure de disposer d’une référence personnalisée qui épouse votre cahier des charges. De l’écoute de vos attentes à la prise en compte de vos exigences et de la conception du produit à sa livraison, Baobag étudie, conçoit et fait fabriquer un big bag unique en son genre : le vôtre !","","","","","","","France, New Aquitaine, Floirac","","","","https://www.linkedin.com/company/baobag-sas","","https://www.youtube.com/channel/UCYq8IedjlFho26V3ZcnwVvA","","","","","","","","11-50","AgriTech
Clothing","10/1/2021 9:42:51 AM","FundWebsite","10/2/2021 11:37:17 AM","2/28/2022 9:51:34 PM"
"11c52ed5-81aa-4f0a-9334-b1d80624c687","BedJet","http://bedjet.com/","https://parsers.vc/logo/11c52ed5-81aa-4f0a-9334-b1d80624c687-4.jpg","Cooling, heating and climate control system made just for your bed.  Find your perfect sleep temperature.","2014","","","","","","United States, Rhode Island, Newport","","https://www.facebook.com/bedjet","https://www.instagram.com/bedjetsleep","https://www.linkedin.com/company/bedjet","","","shelleyshaw@bedjet.com","","","","","","","1-10","Design
E-commerce
GreenTech
Product
Sales
Shipping
Shop
Sleep
Technology","5/9/2024 10:59:37 AM","FundWebsite","5/1/2020 12:00:00 AM","5/9/2024 11:01:14 AM"
"d9c70401-8e85-45a8-a6bf-db0c0380fad5","BIG APPLE LEASING","http://bigappleautoleasing.com/","","","","","","","","","","","","","","","","","","","","","","","11-50","","","FundWebsite","12/30/2021 12:34:38 PM","1/16/2023 6:10:43 PM"
"c103063f-ac26-4415-bd2a-44fce70fda56","Bquadro.it - Astidental","http://bquadro.it/","https://parsers.vc/logo/c103063f-ac26-4415-bd2a-44fce70fda56-1.webp","Astidental di SAbbione S.p.A. a socio unico commercializza in tutta Italia prodotti e attrezzature p","1948","","","","","","Italy, Piedmont, Asti","","https://www.facebook.com/B2Astidental","","https://www.linkedin.com/company/astidental-di-sabbione-s-p-a-","","","info@bquadro.it","","","+39 0141 492311","","","","51-200","Artificial Intelligence
Dental
Home
Medtech
Page
Shop
Studio
Supply","6/10/2022 8:10:51 AM","FundWebsite","6/10/2022 9:07:57 AM","7/2/2023 7:10:33 PM"
"a0335b09-ab41-48db-819b-18758d45b05f","Carthera","http://carthera.eu/","https://parsers.vc/logo/a0335b09-ab41-48db-819b-18758d45b05f-4.webp","Carthera® is a clinical-stage medtech company focused on developing innovative ultrasound-based medical devices to treat a wide range of severe brain disorders.

Carthera® has developed a proprietary device called SonoCloud®- a groundbreaking medical device that emits ultrasound to temporarily increase the permeability of the blood vessels in the brain.

By using SonoCloud®, the therapeutic efficacy of new and existing therapies can be unlocked and harnessed to improve the treatment of a wide range of brain diseases: oncology indications (glioblastoma, brain metastasis) or neurodegenerative diseases (such as Alzheimer’s Disease, ALS).","2010","","","64815501","","","France, Ile-de-France","https://twitter.com/carthera_","https://www.facebook.com/sophia.carthera","","https://www.linkedin.com/company/carthera","","","contact@carthera.eu","","","","","","","1-10","Care
Drug
Hardware
HealthTech
MedTech
Technology","12/12/2023 12:00:00 AM","FundWebsite","2/8/2021 10:09:42 PM","1/11/2024 2:52:52 AM"
"8c2ab1f7-58e0-4acb-8e28-ae5cf2567b1e","Cleave Therapeutics","http://cleavetherapeutics.com/","https://parsers.vc/logo/8c2ab1f7-58e0-4acb-8e28-ae5cf2567b1e-0.webp","Developing small molecule therapeutics for cancer.","","","","101000000","","","","","","","","","","info@cleavetherapeutics.com","","","","","","","","Care
Growth
HealthTech","8/7/2019 12:00:00 AM","FundWebsite","6/16/2020 12:57:59 PM","12/7/2021 3:42:03 PM"
"b48b8f19-af5c-4761-8eb2-99a3ad263f65","Apptio Cloudability","http://cloudability.com","https://parsers.vc/logo/b48b8f19-af5c-4761-8eb2-99a3ad263f65-4.webp","Cloudability is the pioneer and leader of the emerging FinOps market, a new practice area that brings financial accountability to the variable spend model of cloud.

With more than $9 billion in cloud spend under management, Cloudability helps hundreds of customers make timely decisions about cloud usage and master the unit economics of cloud.

Venture-backed Cloudability is based in Portland, Oregon and is a member of the FinOps Foundation. For more information, visit www.cloudability.com.

Try Cloudability free for 14 days at: get.cloudability.com/signup","2011","","","33800000","","","United States, Oregon, Portland","https://twitter.com/cloudability","","","https://www.linkedin.com/company/cloudability","","","","","","","","","","51-200","Cloud
FinTech
Information
Internet
IT
Management
Market
Platform
Time
Tools","5/23/2024 12:00:00 AM","FundWebsite","5/26/2020 2:57:28 PM","5/23/2024 1:40:47 PM"
"b7edf57d-2e0f-440d-946b-b7d77647a090","Conamix","http://conamix.com/","https://parsers.vc/logo/b7edf57d-2e0f-440d-946b-b7d77647a090-4.jpg","Venture backed battery technology company commercializing multiple materials to improve the performance of lithium ion batteries. Investment partners include Volta Energy Technologies, Hegemon Capital and New York Ventures. Board of Directors: Charles Hamilton (CEO and cofounder), Robert Pangborn (Chair), Bart Riley (co founder and Technical Director), David Schroeder (Volta), David Leve (Hegemon).","2014","","","","","","United States, New York, Ithaca","","","","https://www.linkedin.com/company/conamix","","https://www.youtube.com/watch?v=MjiqxlU7a8M&t=1664s","","","","","","","","11-50","Battery
Chemical
EnergyTech
Infrastructure
Investment
LED
Manufacturing
Market
Materials
Technology","6/30/2023 5:50:43 PM","FundWebsite","1/26/2022 2:07:09 PM","8/16/2024 7:32:37 AM"
"13a4193e-0478-4cb3-9b83-121e9fa7c800","COROB","http://corob.com/","https://parsers.vc/logo/13a4193e-0478-4cb3-9b83-121e9fa7c800-4.webp","COROB is a global technology leader that designs, produces &amp; services color solutions for diverse industries, including paints and coatings.
COROB’s offer ranges from point-of-sales equipment covering entry-level to high-performance dispensers, as well as mixers and shakers. Highly automated In-Plant systems go hand in hand with the global ‘state of the art’ Service network.
Completing the offer are digital intelligence products that support customer’s business, manufacturing and growth.","1984","","","","","","Italy, Emilia-Romagna, San Felice sul Panaro","","https://www.facebook.com/Corob-Cutters-250951859513","","https://www.linkedin.com/company/5286462","","https://www.youtube.com/channel/UCxnFt4FEhuhdm87NAb27qBQ","privacy@corob.com","","","","","","","501-1000","Automation
Business
Equipment
Industry
Local
Product
Production
Service
Supply
Technology","7/10/2018 12:00:00 AM","FundWebsite","2/8/2021 10:03:07 PM","1/13/2024 1:50:15 AM"
"6eec45f3-6912-44d8-9e78-5f8d26c366c9","Pluto TV","http://corporate.pluto.tv/","https://parsers.vc/logo/6eec45f3-6912-44d8-9e78-5f8d26c366c9-1.webp","All you really need to know is... it's free of passwords, it's free of payments, and it's free of all those Friday night spats about what to watch.

So just lean back. Drop in and enjoy the show. It's free.","","","","51800000","","","United States, California, West Hollywood","https://twitter.com/PlutoTV","https://www.facebook.com/PlutoTV","https://www.instagram.com/plutotv","https://www.linkedin.com/company/pluto-tv","","","social@pluto.tv","","","","","259906","","51-200","Content
FinTech
Online
Platform
Service
Streaming
Television
TV
Video
Web","8/22/2024 12:00:00 AM","FundWebsite","7/8/2020 11:55:06 AM","8/23/2024 3:50:40 PM"
"1a3d81c9-0da6-4c50-aad5-849f4ee7c7ff","DCI","http://dci.fr","https://parsers.vc/logo/1a3d81c9-0da6-4c50-aad5-849f4ee7c7ff-0.webp","APIXIT accompagne la digitalisation des entreprises grâce à son expertise : Digital Workplace, Infrastructures IT et Cybersécurité.","","","","","","","","","","","","","","","","","","","","","","Infrastructure
IT
Service
Workplace","","FundWebsite","10/20/2020 2:59:26 PM","12/3/2022 12:15:09 AM"
"4c61b028-e0c6-4818-9ca7-cbf6d194be0a","Digiworld","http://digiworld.com.vn/","","meta home page des","1997","","","","","","","","","","","","","","","","","","","","51-200","Content Distribution
E-commerce
Enterprise
Home
IT
Metaverse
Page
Website","12/28/2021 12:00:00 AM","FundWebsite","11/29/2021 7:32:07 AM","1/19/2023 12:11:39 AM"
"c92c2a00-1412-43d1-bde4-3eccc0649286","Drayer Physical Therapy Institute","http://drayerpt.com/","https://parsers.vc/logo/c92c2a00-1412-43d1-bde4-3eccc0649286-1.png","We are a leading provider of outpatient physical therapy services—part of the Upstream Family of Clin","2002","","","","","","United States, Pennsylvania, Hummelstown","https://twitter.com/drayerpt","https://www.facebook.com/DrayerPhysicalTherapy","","https://www.linkedin.com/company/drayer-physical-therapy-institute","","https://www.youtube.com/user/DrayerPTInstitute","customersupport@urpt.com","","","(866) 518-0283","","","","5001-10000","Care
EdTech
Family
Growth
HealthTech
Investment
Learn
Physical
Provider
Service","7/18/2021 4:24:45 AM","FundWebsite","3/10/2021 7:08:19 PM","5/7/2024 10:09:02 AM"
"0f51d468-8c01-48c7-b9d3-a08d8383057b","Dstillery","http://dstillery.com/","https://parsers.vc/logo/0f51d468-8c01-48c7-b9d3-a08d8383057b-1.webp","Our premier product, Custom AI Audiences, is built by just-for-your-brand Custom AI models that deliver the ideal combination of accuracy and scale. Because Dstillery rescores candidates in and out of audiences every 24 hours, our audiences are always up-to-date and on-target. That’s why brands across Retail, CPG, Finance, Luxury, B2B, Telco, Travel, and Tech rely on Dstillery’s audience solutions for branding and direct response initiatives to thrive.","2008","","","29900000","","","United States, New York","https://twitter.com/dstillery","https://www.facebook.com/dstillery.intelligence","https://www.instagram.com/dstillery","https://www.linkedin.com/company/dstillery","https://medium.com/engineering-dstilled","","contact@dstillery.com","","","+1 848-272-1164","","176","","51-200","AdTech
Artificial Intelligence
Brand
Business
Data
Enterprise
Product
Service
Social
Technology","7/30/2024 12:00:00 AM","FundWebsite","7/6/2020 12:18:01 PM","7/31/2024 5:44:47 AM"
"05d5f213-ebfe-4cda-a0c2-18f53ec227cb","Ecritel France","http://ecritel.fr/fr","https://parsers.vc/logo/05d5f213-ebfe-4cda-a0c2-18f53ec227cb-1.webp","Ecritel est un hébergeur infogéreur français certifié ISO 27001, 9001, HDS, ITIL, ISAE 3402","","","","","","","France, Ile-de-France, Clichy","https://twitter.com/ecritel_france","https://www.facebook.com/EcritelFrance","https://www.instagram.com/ecritel","https://www.linkedin.com/company/ecritel","","https://www.youtube.com/watch","contact@ecritel.fr","","","+33 1 40 61 20 00","","","","","Computer
Technology","3/10/2024 7:30:13 PM","FundWebsite","3/17/2024 8:59:42 AM","8/28/2024 6:35:07 PM"
"e3d53b75-8513-44d0-af20-6435945bdb09","eFFECTOR Therapeutics, Inc.","http://effector.com/","https://parsers.vc/logo/e3d53b75-8513-44d0-af20-6435945bdb09-1.webp","eFFECTOR Therapeutics is a clinical-stage biopharmaceutical company focused on pioneering the discovery and development of a new class of oncology drugs known as selective translation regulators (STRs). Translation is the process in cells whereby the synthesis of proteins is directed by information contained in genetic sequences.  Each of eFFECTOR’s product candidates is designed to act on a single protein that regulates, in a coordinated manner, the expression of multiple functionally related proteins that together drive important biological processes such as immune evasion, stress and inflammatory responses, as well as cell proliferation.","2012","","","123600000","","","United States, California, San Diego","","https://www.facebook.com/Effector-Therapeutics-207556316632532","","https://www.linkedin.com/company/effector-therapeutics","","","info@effector.com","","","+1 858-546-3997","","520","","11-50","BioTech
Care
Development
Drug
HealthTech
Information
Product
Production
Public
Research","6/8/2023 12:00:00 AM","FundWebsite","7/6/2020 12:18:01 PM","1/12/2024 10:53:15 PM"
"075bd38a-422c-433b-b14a-1e3c4287516b","EVOL Foods","http://evolfoods.com/","https://parsers.vc/logo/075bd38a-422c-433b-b14a-1e3c4287516b-1.webp","EVOL’s entrees, burritos, & meals are made with meats raised in the USA without the use of antibiotics and never fed animal by-products. The egg in our breakfast products are cage-free, and our products only contain carefully sourced, simple ingredients that you can recognize! Find us in your local grocery store's freezer section.","2002","","","","","","Colombia, Boyacá","https://twitter.com/evolfoods","https://www.facebook.com/evolfoods","https://www.instagram.com/evolfoods","https://www.linkedin.com/company/evol-foods","","","","","","+1 877-852-7424","","119615","","11-50","Care
Event
FoodTech
Grocery
IT
Local
Organic
Product","7/30/2019 12:00:00 AM","FundWebsite","3/9/2021 9:04:35 AM","2/4/2023 3:15:55 PM"
"fccb729b-69cc-4f94-80c0-b88eebfa547a","F88 - Tài Chính Cá Nhân","http://f88.vn/","https://parsers.vc/logo/fccb729b-69cc-4f94-80c0-b88eebfa547a-1.webp","F88 thành lập năm 2013, với mong muốn thay đổi cách tiếp cận tài chính, giúp người dân có cuộc sống tốt đẹp hơn bằng việc cung cấp dịch vụ NHANH CHÓNG – DỄ DÀNG – MINH BẠCH. 

Coi Khách hàng là trọng tâm, F88 luôn đặt sự hài lòng của Khách hàng là ưu tiên số 1 trong mọi suy nghĩ và hành động mang tới dịch vụ tiện ích tài chính tốt nhất và đáp ứng mọi nhu cầu tài chính của các đối tượng khách hàng. F88 không chỉ cung cấp dịch vụ cho vay siêu nhanh bằng ô tô/đăng ký ô tô, xe máy/đăng ký xe máy, điện thoại, laptop... mà còn cung cấp nhiều dịch vụ tiện ích tài chính khác như Bảo hiểm, chuyển tiền, chi hộ, thu hộ tiền điện, nước, internet… 

Với lợi thế nguồn vốn lớn từ sự đầu tư của các quỹ đầu tư tài chính uy tín trên thế giới như Mekong Capital và Granite Oak, F88 là địa chỉ tin cậy được hầu hết các đối tượng khách hàng lựa chọn để tiếp cận tài chính SIÊU NHANH - SIÊU DỄ - SIÊU KHỦNG khi có nhu cầu vay tiền thông qua hệ thống phòng giao dịch trên toàn quốc.
Hướng tới năm 2023, F88 là tập đoàn cung cấp dịch vụ tài chính số 1 Việt Nam, sở hữu 1000 phòng giao dịch trên 63 tỉnh thành phố lớn trên toàn quốc.","2013","","","50000000","","","Vietnam, Bac Giang Province, Bắc Giang","","https://www.facebook.com/f88vietnam","","","","https://www.youtube.com/c/F88tv","info@f88.vn","","","+84 24 7302 7388","","83205","","201-500","B2C
Business
Culture
FinTech
Future
Growth
Loan
Management
Service
Smart","5/22/2024 12:00:00 AM","FundWebsite","11/29/2021 7:32:56 AM","5/31/2024 10:52:02 AM"
"9559e119-f80a-4766-9581-a9a17a853b8f","Bet13 Holding Ltd (FanLeague)","http://fanleague.com/","https://parsers.vc/logo/9559e119-f80a-4766-9581-a9a17a853b8f-3.webp","Innovative and social games focused on English football","","","","","","","","","","","","","","hello@fanleague.com","","","","","","","","B2B
Entertainment
Gaming
Industry
Provider
Social
Software","","FundWebsite","10/25/2020 5:29:00 PM","12/2/2022 7:56:29 PM"
"e5abd41c-2435-4bcf-aaaa-76e9dbe01a8e","FeetMe","http://feetme.fr","https://parsers.vc/logo/e5abd41c-2435-4bcf-aaaa-76e9dbe01a8e-1.webp","FeetMe is developing a connected insole for plantar pressure measurement to diagnose and prevent diabetic foot ulcer.","2013","","","12652821","","","France, Ile-de-France, Paris","","https://www.facebook.com/FEETMEEE","","https://www.linkedin.com/company/feetme","","","contact@feetme.fr","","","","","627","","11-50","Analytics
Data
Hardware
HealthTech
MedTech
Mobility
Sensors
Smart
Technology
Wearables","10/21/2020 4:44:35 PM","FundWebsite","10/6/2020 4:06:10 PM","11/13/2023 5:57:09 PM"
"0a483aa5-8496-48e0-8f41-847166b11d5a","McIntosh","http://finesoundsgroup.com","https://parsers.vc/logo/0a483aa5-8496-48e0-8f41-847166b11d5a-0.webp","Maker of high-end audio equipment","","","","","","","","","","","","","","","","","","","","","","Audio
Equipment","5/12/2014 12:00:00 AM","FundWebsite","4/28/2021 11:17:47 PM","2/2/2023 11:13:37 PM"
"062695d9-fb5a-4008-ad9b-e73c20d49572","Forge Nano","http://forgenano.com/","https://parsers.vc/logo/062695d9-fb5a-4008-ad9b-e73c20d49572-0.webp","Forge Nano- global experts in Atomic Layer Deposition. Specializing in surface engineering, and precision nano coatings.","","","","50000000","","","","","","","","","","","","","","","","","","Engineering
Industry
Lab
Technology","11/14/2023 12:00:00 AM","FundWebsite","1/21/2021 9:06:16 PM","1/12/2024 2:44:26 PM"
"e91fbb8a-d8c4-4d2a-97e8-a5a2d2130378","FPT Corporation","http://fpt.com.vn/","https://parsers.vc/logo/e91fbb8a-d8c4-4d2a-97e8-a5a2d2130378-1.webp","LEADING TECHNOLOGY CORPORATION IN VIETNAM
Established on September 13, 1988, with IT and Telecommunications as its core business sectors, nearly US$2 billion in revenue and 35,000+ employees. FPT has provided services to 63 provinces and cities in Vietnam and current presence in 33 countries. We has been serving over 600 customers worldwide, a hundred of which are Fortune 500.

Culture ""Respectful - Innovative - Team-spirited - Objective - Exemplary - Wise""​ is the power of FPT, the spiritual glue that holds all FPT employees together, inspiring each member to work in the spirit of dedication and creativity 
for the company’s sustainable development.

FPT has pioneered in new technology trends, helping to confirm Vietnam’s position on the world technology map

For more information, please visit www.fpt.com.vn/","1988","","","","","","Vietnam, Ho Chi Minh, Ho Chi Minh City","","https://www.facebook.com/91936967046","","https://www.linkedin.com/company/fpt-corporation","","https://youtube.com/c/FPTCorporation","webmaster@fpt.com.vn","","","(04)73007300","","118337","","10001+","Content Distribution
Development
Information
IT
Messanger
Service
Software
Technology
Telecommunication
Website","8/27/2024 12:00:00 AM","FundWebsite","6/27/2021 4:42:27 PM","8/28/2024 4:24:17 PM"
