"Id","Name","Website","Logo","Description","Headquarters","Location","Twitter","Facebook","Instagram","LinkedIn","Medium","Youtube","Email","AngelList","ProductHunt","Phone","InvestmentTypes","InvestmentStages","FacebookReview","FacebookLikes","FacebookCheckIns","Founded","MembersCount","Tags","LastActivity","CreatedTimeStamp","UpdatedTimeStamp"
"4b626e98-b338-4f35-96f0-046057c5abe9","Alta Partners","https://www.altapartners.com","https://parsers.vc/logo/4b626e98-b338-4f35-96f0-046057c5abe9-3.png","Alta Partners is a leading healthcare and life sciences venture capital firm, helping entrepreneurs build high-impact companies since 1996.","1 Embarcadero Center 37th Floor San Francisco, CA 94111 United States","","","","","","https://medium.com/variantbio/introducing-variant-bio-people-driven-therapeutics-f8eac1dfbeff","","alta@altapartners.com","","","","Venture Capital","Series D
Series A","","","","","1-10","HealthTech
Product
Development
Human
MedTech
Care
Life
BioTech
Platform
Research","5/2/2024 12:00:00 AM","6/1/2020 11:13:44 AM","5/3/2024 6:58:52 AM"
"e7faecde-4c3d-4daf-86aa-8b027a0a5297","Ardian","https://www.ardian.com","https://parsers.vc/logo/e7faecde-4c3d-4daf-86aa-8b027a0a5297-4.jpg","Ardian is a world-leading private investment house with assets of US$125bn managed or advised in Europe, North America and Asia. The company is majority-owned by its employees. It keeps entrepreneurship at its heart and focuses on delivering excellent investment performance to its global investor base.
Through its commitment to shared outcomes for all stakeholders, Ardian’s activities fuel individual, corporate and economic growth around the world.

Holding close its core values of excellence, loyalty and entrepreneurship, Ardian maintains a truly global network, with more than 850 employees working from fifteen offices across Europe (Frankfurt, Jersey, London, Luxembourg, Madrid, Milan, Paris and Zurich), the Americas (New York, San Francisco and Santiago) and Asia (Beijing, Singapore, Tokyo and Seoul). It manages funds on behalf of round 1,000 clients through five pillars of investment expertise: Fund of Funds, Direct Funds, Infrastructure, Real Estate and Private Debt.","","France, Ile-de-France","https://twitter.com/ardian","https://www.facebook.com/Ardianfoundation","https://www.instagram.com/ardian_fdn","https://www.linkedin.com/company/ardian","","https://www.youtube.com/channel/UCHLb3w4x0V6LnV7794l8Uow","clientservicing@ardian.com","","","","Fund of Funds","","","","","1996","501-1000","Service
Product
Business
Industry
Management
HealthTech
IT
MedTech
Software
Manufacturing","8/30/2024 11:03:00 PM","1/31/2021 8:31:03 PM","8/30/2024 11:03:37 PM"
"cfe7b200-d8e5-4ba9-89e2-01bba0fdf1ac","Catalus Capital Management","https://www.cataluscapital.com","https://parsers.vc/logo/cfe7b200-d8e5-4ba9-89e2-01bba0fdf1ac-1.png","Catalus is an investment firm that partners with US, Canadian, Caribbean, and European middle market companies by providing growth funding and operational expertise. We facilitate expansion opportunities and strategic initiatives, and also consider asset-backed deals. Our team is experienced in structuring deals and delivering corporate growth in businesses ranging from start-ups to S&P 500 companies. Catalus serves as a long-term business partner providing input on growth initiatives, financial efficiency, and operational improvements. 

Catalus is a joint venture between Marek Olszewski and Michael Freeburg, the owner of Greenwich Wealth Management, a firm with over $1 billion in client assets. The fund's target investment size is between $5m and $35m, in companies generating $2m to $30m of EBITDA. Catalus's investment flexibility allows it to meet each partner's unique needs in terms of deal structure, timing, and type of asset.","","","","https://www.facebook.com/Catalus-Capital-159009320825024","","https://www.linkedin.com/company/catalus-capital","","","marek@cataluscapital.com","","","+1 203-816-0752","Private Equity Firm","Private Equity","","19","","2011","1-10","EnergyTech
FinTech
Materials
Rental
Technology
Battery
Firm
Investment
Estate
Manufacturing","5/5/2024 12:00:00 AM","12/29/2021 3:25:08 AM","5/6/2024 9:54:50 AM"
"df30fba0-46b5-4174-b9fe-0433615f1c4e","Cherokee and Walker","https://www.cherokeeandwalker.com","","Cherokee &amp; Walker is a private equity firm managing and seeking investment opportunities that fit the following models: Investments, Acquisitions, Partnerships, and Outgrowth.","","","","","","","","","shane@cherokeeandwalker.com","","","","Private Equity Firm","","","","","","1-10","FinTech
Management
Estate
Service
Development
HealthTech
Hospitality
Construction
EdTech
Care","8/1/2022 9:54:09 AM","12/21/2021 7:21:09 AM","8/1/2022 10:06:19 AM"
"3d3067ce-e9a7-444b-b3f7-001ff4f40572","Core Capital","https://www.core-cap.com","","","","","https://twitter.com/abilew123","","","https://www.linkedin.com/company/core-capital-partners-llp","","","info@core-cap.com","","","","","","","","","","1-10","Business
Management
FinTech
Event
Service
Product
Firm
Home
Entertainment
Bar","10/25/2023 4:40:22 PM","9/2/2021 7:24:00 AM","10/26/2023 4:31:07 PM"
"9cc6b5de-6e91-4aa4-8e54-09647b575ecd","Eequity","https://www.eequity.se","https://parsers.vc/logo/9cc6b5de-6e91-4aa4-8e54-09647b575ecd-4.jpg","eEquity is an investor of growth capital in digital business models, active across the Nordics and Northern Europe. The ambition for each investment is to build market-leading businesses in close partnerships with entrepreneurs.

We believe that entrepreneurs benefit significantly from being part of the eEquity portfolio of companies with complementary experiences and skills, forming a synergistic ecosystem of shared knowledge and expertise.

We look for passionate entrepreneurs with a scalable and differentiated business model, coupled with a substantial addressable market potential. We are opportunistic in our investment process and appreciate serial entrepreneurs with previous experience from building digital businesses.","","Sweden, Stockholm","","","https://www.instagram.com/eequity_stockholm","https://www.linkedin.com/company/eequity","","","magnus@eequity.se","","","","Venture Capital","Seed","","","","","11-50","Online
FoodTech
E-commerce
MedTech
Service
Product
IT
Clothing
Sales
Shop","10/20/2023 12:00:00 AM","9/17/2021 4:18:39 AM","10/25/2023 3:20:24 PM"
"09fb79aa-1010-4a9b-8854-0436c980aa2e","First Capital Partners","https://www.firstcapitalpartners.com","https://parsers.vc/logo/09fb79aa-1010-4a9b-8854-0436c980aa2e-4.jpg","First Capital Partners is a junior capital investment firm that provides mezzanine loans and equity to companies with revenues of $10 to $100 million and EBITDA of $2 to $10 million.  We offer a broad range of financing solutions, from mezzanine loans to making minority and majority equity investments using a combination of mezzanine debt and equity.  We have offices in Omaha, NE and Chicago, IL and are currently investing from our third fund, FCP Fund III, L.P., which has $150 million in committed capital.","","United States, Nebraska, Omaha","","","","https://www.linkedin.com/company/first-capital-partners-llc","","","info@fcpcapital.com","","","","","Debt","","","","2006","1-10","Service
Product
Equipment
Manufacturing
Industry
WaterTech
EnergyTech
IT
Management
Engineering","5/9/2024 10:59:37 AM","8/5/2021 5:03:44 AM","6/12/2024 7:09:04 AM"
"c7c0c7d4-7116-4c64-b1ef-018471e84cf3","Front Row Ventures","https://www.frontrow.ventures","https://parsers.vc/logo/c7c0c7d4-7116-4c64-b1ef-018471e84cf3-1.png","[FR] Front Row Ventures est le 1er fonds en capital de risque géré uniquement par des étudiants au Canada.. Nous investissons dans les étudiants les plus talentueux de Montréal, qu’ils soient investisseurs, entrepreneurs ou passionnés de technologie. Notre équipe interdisciplinaire d’investisseurs étudiants parcourt les universités montréalaises afin de dénicher les meilleurs startups tech bâties sur nos campus. Qu’ils étudient en sciences & technologies, sciences humaines, administration ou ingénierie, nous amplifions leurs audacieuses idées en innovations fracassantes.

Plus important encore, Front Row Ventures s’engage à propulser les entrepreneurs étudiants dans les ligues majeurs grâce à un investissement de 25 000$ ainsi que tous les autres ressources à notre disposition.
_______________________________

[EN] Front Row Ventures, Canada’s 1st student-run venture fund, invests in the most talented students in Montreal - investors, entrepreneurs, and tech enthusiasts alike. Our interdisciplinary team of student investors scout Montreal universities to find the best tech startups founded on our campuses. Reinforced by our diverse backgrounds in science and technology, humanities, commerce, and engineering, we’re dedicated to gathering the most innovative students in Montreal, and amplifying their daring ideas into groundbreaking innovations. Most importantly, as first backer, Front Row Ventures pledges to back student-entrepreneurs with a game-changing investment, plus all our resources, tools, and contacts. And Montreal is only the beginning.","","Canada, Montreal (06), Montreal","https://twitter.com/frontrowvc","https://www.facebook.com/frontrowventures","","https://www.linkedin.com/company/10944447","","","hello@frontrow.vc","","","","Venture Capital","","","1957","","2016","51-200","University
Drug
Platform
Management
Software
Data
IT
Hardware
Technology
Supply","5/7/2024 6:00:17 PM","5/3/2020 12:00:00 AM","5/7/2024 6:00:19 PM"
"4b30c0b2-0b74-4ce3-8685-01b517c7f3d5","Frst Capital","https://www.frst.vc","https://parsers.vc/logo/4b30c0b2-0b74-4ce3-8685-01b517c7f3d5-4.jpg","Frst is a seed-stage venture firm focused on supporting a new generation of French entrepreneurs with global ambitions.

A €60m fund, Frst was created in 2019 by the team previously operating Otium Venture (Payfit, Doctrine, Owkin...)","33 rue Lafayette 75009 Paris France","France, Ile-de-France","https://twitter.com/frst_vc","","","https://www.linkedin.com/company/frstvc","https://medium.com/frstvc","","hello@frst.vc","","","","Venture Capital","Seed
Pre-Seed","","","","2019","1-10","Data
Learn
Platform
Business
FinTech
Artificial Intelligence
Software
Technology
LegalTech
Development","4/17/2024 12:00:00 AM","11/18/2020 10:00:23 AM","4/19/2024 12:15:23 PM"
"2b358af9-59ab-422c-90e9-074dfbaf37cf","Finaves","https://www.iese.edu","https://parsers.vc/logo/2b358af9-59ab-422c-90e9-074dfbaf37cf-1.png","We understand the power of honest, human values. Real talk. Real people. #RealLeadership
📍Barcelona •","","Spain, Catalonia, Barcelona","https://twitter.com/iesebschool","https://www.facebook.com/Iesebusinessschool","https://www.instagram.com/iesebschool","","","https://www.youtube.com/IESE","bbreiter@iese.edu","","","+34 932 53 42 00","","","","","","","11-50","Sales
Storage
Talent
Service
Software
E-commerce
Business
Technology
Online
MedTech","7/27/2024 3:40:19 AM","11/10/2020 6:45:20 PM","8/7/2024 5:50:58 PM"
"a96b7e47-a766-4afa-95d4-0b07dcad52b3","IMPACT Partners","https://www.impact-partners.eu","","","","","","","","","","","","","","","","","","","","","","Service
Training
Learn
Messanger
Management
Web
Platform
IT
Social
Home","1/26/2021 9:50:11 PM","1/22/2021 7:25:25 AM","3/10/2022 9:33:30 AM"
"9302be1e-6bd4-4d65-9f0c-0b7b0615cbc2","Impilo","https://www.impilo.se","https://parsers.vc/logo/9302be1e-6bd4-4d65-9f0c-0b7b0615cbc2-4.jpg","Impilo is a Nordic investment company focused solely on investments in  companies operating in the pharmaceutical, medical technology, healthcare services and other health-related industries. Our starting point is that our portfolio companies must contribute to a positive and sustainable development of the communities and markets in which they operate in order to remain successful in the long term. This is a conviction that is embedded in our investment strategy since it necessitates a deeper understanding and reduces risks. This way, Impilo invests in people’s opportunities to enjoy healthier lives in the future.","","Sweden, Stockholm","","","","https://www.linkedin.com/company/impilo","","","daniel.berg@impilo.se","","","","Venture Capital","","","","","2017","11-50","MedTech
Product
Service
HealthTech
Hardware
Fertility
Research
Care
Drug
InsurTech","4/23/2024 12:00:00 AM","10/25/2020 3:24:53 PM","4/23/2024 8:05:16 AM"
"0072bc6e-8994-44aa-a3c9-0ac0bc33144f","LBO France","https://www.lbofrance.com","","","","France, Ile-de-France, Paris","","","","","","","","","","","Venture Capital","Private Equity
Series B","","","","","51-200","HealthTech
Service
Medtech
Industry
Product
Equipment
Design
Technology
IT
Manufacturing","7/31/2024 8:07:20 AM","10/18/2020 8:16:10 AM","7/31/2024 8:07:31 AM"
"43f5e606-a930-4143-b44a-0974509f6677","Linden Capital Partners","https://www.lindenllc.com","https://parsers.vc/logo/43f5e606-a930-4143-b44a-0974509f6677-4.jpg","Linden Capital Partners is a Chicago-based private equity firm focused exclusively on leveraged buyouts in the healthcare and life sciences industries. Linden’s strategy is based upon three elements: i) healthcare and life science industry specialization, ii) integrated private equity and operating expertise, and iii) strategic relationships with large corporations. Linden invests in middle market platforms in the medical products, specialty distribution, pharmaceutical, and services segments of healthcare.","","United States, Illinois, Chicago","","","","https://www.linkedin.com/company/linden-llc","","","info@lindenllc.com","","","","Venture Capital
Private Equity Firm","Private Equity","","","","2002","51-200","MedTech
Product
Service
HealthTech
Manufacturing
Hardware
Dental
Care
Provider
Research","5/29/2024 12:00:00 AM","3/10/2021 6:50:34 PM","5/30/2024 11:14:47 AM"
"1f164d8c-30c3-4d7e-b4cb-06143d6da45b","Mekong Capital","https://www.mekongcapital.com","https://parsers.vc/logo/1f164d8c-30c3-4d7e-b4cb-06143d6da45b-1.png","Mekong Capital is a Vietnam-focused Private Equity firm, specializing in consumer driven businesses. Mekong Capital’s investee companies are typically among the fastest growing and market leading companies in Vietnam’s consumer-driven sectors such as retail, restaurants, consumer products and distribution.

Established in 2001, Mekong Capital has the most extensive private equity track record in Vietnam. Our funds have completed more than 41 private equity investments, of which 27 have been fully exited. Mekong Capital has managed 5 funds, one of which is currently making new investments. Mekong Capital has a team of 60+ full-time people in our offices in Ho Chi Minh City, Hanoi, and our Seniors have an average tenure at Mekong Capital of around 7 years. Mekong's four Partners have a combined 57 years at Mekong Capital.

Mekong Capital invests in fast-growing companies, with ambitious expansion plans, and a strong commitment to building management teams that will apply best practices and successfully execute on those expansion plans. These companies are typically well-established companies in their sectors, but which typically operate in fragmented and fast growing markets which present attractive growth opportunities.

Mekong Capital is strongly committed to adding significant value at each of its investee companies – through operational improvements, building management teams, introduction of best practices and outside experts, and applying other elements of our Vision Driven Investing framework.","","Vietnam, Ho Chi Minh City","https://twitter.com/Mekong_Capital","https://www.facebook.com/MekongCapital","https://www.instagram.com/mekongcapital_official","https://www.linkedin.com/company/mekongcapital","https://medium.com/mekongcapital/the-world-of-ontological-private-equity-5fedab8e8be6","","info@mekongcapital.com","","","+84 28 3827 3161","Private Equity Firm","Private Equity","","10994","","2001","51-200","Service
Enterprise
Website
FoodTech
EdTech
FinTech
Product
E-commerce
Business
Smart","6/19/2024 12:00:00 AM","11/29/2021 6:45:54 AM","6/19/2024 10:43:30 PM"
"1ff78a23-0f4f-40ba-bbae-0797a275b530","NWZ Digital","https://www.nwz-digital.de","https://parsers.vc/logo/1ff78a23-0f4f-40ba-bbae-0797a275b530-3.png","","Peterstra�e 28-34 26121 Oldenburg Germany","","","","","","","","info@nwz-digital.de","","","","","","","","","","1-10","Media
AdTech
Online
Content
Investment
Software
Data
E-commerce
IT
Product","7/17/2021 3:49:53 PM","5/3/2020 12:00:00 AM","3/10/2022 9:14:12 AM"
"552b3f53-4286-4a62-8697-05336d8dbddf","Serent Capital","https://www.serentcapital.com","https://parsers.vc/logo/552b3f53-4286-4a62-8697-05336d8dbddf-4.jpg","Serent Capital invests in growing businesses that have developed compelling solutions that address their customers'​ needs. As those businesses grow and evolve, the opportunities and challenges that they face evolve with them. Principals at Serent Capital have firsthand experience at capturing those opportunities and navigating those challenges through their experiences as CEOs, strategic advisors, and board members to successful growing businesses. By bringing its experience and capital to bear, Serent helps growing businesses thrive.","","United States, California, San Francisco","","","","https://www.linkedin.com/company/serent-capital","","","","","","","Private Equity Firm
Venture Capital","","","","","2008","11-50","Service
Management
Software
FinTech
Business
Technology
EdTech
HealthTech
Provider
Care","6/22/2024 12:00:00 AM","6/16/2020 12:53:46 PM","6/22/2024 6:48:38 PM"
"8bc65544-b45b-420f-ad9c-056a4db027f9","US Venture Partners","https://www.usvp.com","https://parsers.vc/logo/8bc65544-b45b-420f-ad9c-056a4db027f9-1.png","U.S. Venture Partners (USVP) is a leading Silicon valley-based venture capital firm, helping entrepreneurs build world-class companies since 1981.","1460 El Camino Real Suite 100 Menlo Park, CA 94025 United States","United States, California, Menlo Park","https://twitter.com/USVP_","https://www.facebook.com/US-Venture-Partners-USVP-113779035358509","","https://www.linkedin.com/company/u.s.-venture-partners","https://medium.com/@usventurepartners/usvp-leads-first-external-financing-of-rimeto-3ee9fd63dbb5","https://www.youtube.com/channel/UChnA4oogiplHJWK1v9X78Lw","contact@usvp.com","","","+1 650-854-9080","Venture Capital","Series D
Series C
Series B
Series A
Series E","","1422","","1981","11-50","HealthTech
Platform
Security
Data
MedTech
Technology
Care
IT
Hardware
Management","11/18/2023 6:44:54 PM","7/6/2020 12:18:01 PM","1/7/2024 6:36:00 PM"
